Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,CTR,CPC,CPL,ROAS
A2340,data analytics course,178,4518.5,203.6,12,3,0.017,1155,02-11-2024,Hyderabad,tablet,analytics for data,0.039393604,1.143820225,16.96666667,5.672888016
A2341,data analytics course,153,3953,237.56,20,6,0.053,1388,,Hyderabad,tablet,learn data analytics,0.038704781,1.552679739,11.878,5.842734467
A2342,data analytics course,187,4891,223.99,14,8,0.043,1014,,Pune,mobile,online data analytic,0.03823349,1.197807487,15.99928571,4.526987812
A2343,data analytics course,155,4976,183.21,10,5,0.053,1554,,Hyderabad,tablet,online data analytic,0.031149518,1.182,18.321,8.482069756
A2344,data analytics course,90,5781,200.71,28,5,0.046,1505,,Pune,mobile,data analitics online,0.015568241,2.230111111,7.168214286,7.498380748
A2345,data analytics course,172,3001,210.62,14,4,0.023,1192,,Hyderabad,tablet,data analitics online,0.057314229,1.224534884,15.04428571,5.659481531
A2346,data analytics course,92,5728,224.5,14,9,0.098,1876,,Hyderabad,tablet,online data analytic,0.016061453,2.440217391,16.03571429,8.356347439
A2347,data analytics course,162,5103,188.15,13,9,0.056,1264,28-11-2024,Hyderabad,mobile,analytics for data,0.031746032,1.161419753,14.47307692,6.718044114
A2348,data analytics course,193,3131,198.1,22,5,0.035,1870,,Pune,tablet,data analytics course,0.061641648,1.02642487,9.004545455,9.439676931
A2349,data analytics course,139,3547,238.34,13,5,0.046,1130,,Hyderabad,desktop,data analitics online,0.039188046,1.714676259,18.33384615,4.741126122
A2350,data analytics course,185,4070,200.95,21,5,0.027,1503,07-11-2024,Hyderabad,mobile,online data analytic,0.045454545,1.086216216,9.569047619,7.479472506
A2351,data analytics course,117,3350,243.68,23,5,0.056,1204,,Hyderabad,desktop,analytics for data,0.034925373,2.082735043,10.59478261,4.940906106
A2352,data analytics course,123,4976,244.49,14,4,0.033,1579,,Delhi,desktop,analytics for data,0.02471865,1.987723577,17.46357143,6.458341854
A2353,data analytics course,181,5612,203.66,17,3,0.017,1505,,Hyderabad,tablet,data anaytics training,0.032252316,1.12519337,11.98,7.389767259
A2354,data analytics course,118,4390,214.04,24,8,0.068,1071,,Hyderabad,tablet,analytics for data,0.026879271,1.813898305,8.918333333,5.003737619
A2355,data analytics course,82,3698,229.12,30,9,0.11,1246,,Hyderabad,mobile,learn data analytics,0.022174148,2.794146341,7.637333333,5.438198324
A2356,data analytics course,175,4295,195.17,18,6,0.046,1939,,Hyderabad,tablet,data analitics online,0.040745052,1.115257143,10.84277778,9.934928524
A2357,data analytics course,130,3332,202.06,14,5,0.038,1184,14-11-2024,Hyderabad,desktop,online data analytic,0.039015606,1.554307692,14.43285714,5.85964565
A2358,data analytics course,92,4082,186.29,25,5,0.054,1046,24-11-2024,Delhi,tablet,online data analytic,0.022537972,2.024891304,7.4516,5.614901498
A2359,data analytics course,159,4464,204.86,27,3,0.046,1963,,Delhi,tablet,analytics for data,0.03561828,1.288427673,7.587407407,9.582153666
A2360,data analytics course,193,5263,240.5,18,6,0.054,1670,21-11-2024,Hyderabad,tablet,online data analytic,0.0366711,1.24611399,13.36111111,6.943866944
A2361,data analytics course,98,4371,246.23,25,7,0.071,1114,,Hyderabad,tablet,analytics for data,0.022420499,2.51255102,9.8492,4.524225318
A2362,data analytics course,176,3657,209.44,19,3,0.017,1171,,Pune,desktop,online data analytic,0.04812688,1.19,11.02315789,5.591100076
A2363,data analytics course,182,5833,243.72,20,5,0.027,1206,,Pune,desktop,data analytics course,0.031201783,1.339120879,12.186,4.948301329
A2364,data analytics course,85,3077,200.16,11,10,0.118,1876,23-11-2024,Hyderabad,mobile,analytics for data,0.027624309,2.354823529,18.19636364,9.372501998
A2365,data analytics course,98,3646,239.05,14,6,0.034,1586,,Pune,desktop,data analytics course,0.026878771,2.439285714,17.075,6.634595273
A2366,data analytics course,160,3139,230.55,28,5,0.031,1449,,Hyderabad,desktop,analytics for data,0.050971647,1.4409375,8.233928571,6.284970722
A2367,data analytics course,179,4005,232.47,16,10,0.056,1553,,Hyderabad,desktop,analytics for data,0.044694132,1.298715084,14.529375,6.680431884
A2368,data analytics course,139,4315,196.3,24,5,0.046,1364,26-11-2024,Hyderabad,mobile,data analytics course,0.03221321,1.412230216,8.179166667,6.948548141
A2369,data analytics course,195,3876,187.59,28,3,0.046,1828,,Delhi,mobile,data analytics course,0.050309598,0.962,6.699642857,9.744655899
A2370,data analytics course,197,3174,215.57,22,7,0.036,1527,14-11-2024,Delhi,tablet,data analitics online,0.062066793,1.094263959,9.798636364,7.083545948
A2371,data analytics course,92,5550,226.38,28,8,0.087,1322,,Hyderabad,tablet,learn data analytics,0.016576577,2.460652174,8.085,5.839738493
A2372,data analytics course,90,3526,211.39,10,3,0.037,1395,20-11-2024,Delhi,desktop,online data analytic,0.025524674,2.348777778,21.139,6.599176877
A2373,data analytics course,149,3192,215.57,20,4,0.038,1708,14-11-2024,Delhi,tablet,online data analytic,0.046679198,1.446778523,10.7785,7.923180405
A2374,data analytics course,82,4132,247.13,11,6,0.073,1091,,Hyderabad,tablet,data anaytics training,0.019845111,3.013780488,22.46636364,4.414680533
A2375,data analytics course,151,5826,226.53,16,8,0.053,1511,,Hyderabad,desktop,learn data analytics,0.025918297,1.500198675,14.158125,6.670198208
A2376,data analytics course,162,5997,240.29,20,5,0.035,1144,,Pune,mobile,data analitics online,0.027013507,1.483271605,12.0145,4.760913896
A2377,data analytics course,197,4541,243.81,19,9,0.057,1701,,Hyderabad,desktop,data anaytics training,0.043382515,1.237614213,12.83210526,6.976744186
A2378,data analytics course,133,4642,184.52,22,4,0.032,1074,,Hyderabad,desktop,online data analytic,0.028651443,1.387368421,8.387272727,5.820507262
A2379,data analytics course,194,5509,235.45,18,5,0.046,1025,12-11-2024,Delhi,tablet,online data analytic,0.035215103,1.213659794,13.08055556,4.353365895
A2380,data analytics course,169,3647,194.12,12,6,0.036,1697,,Pune,desktop,learn data analytics,0.046339457,1.148639053,16.17666667,8.742015248
A2381,data analytics course,149,5209,183.91,18,10,0.046,1799,,Hyderabad,desktop,learn data analytics,0.028604339,1.234295302,10.21722222,9.781958567
A2382,data analytics course,124,5980,200.65,25,4,0.032,1768,,Pune,desktop,learn data analytics,0.020735786,1.618145161,8.026,8.81136307
A2383,data analytics course,170,5443,235.99,23,5,0.046,1314,,Hyderabad,mobile,analytics for data,0.031232776,1.388176471,10.26043478,5.568032544
A2384,data analytics course,127,5326,226.11,18,10,0.04,1040,,Hyderabad,mobile,online data analytic,0.023845287,1.780393701,12.56166667,4.599531202
A2385,data analytics course,114,5565,210.04,16,4,0.035,1800,,Pune,desktop,data anaytics training,0.020485175,1.84245614,13.1275,8.569796229
A2386,data analytics course,154,3312,203.23,16,5,0.042,1977,04-11-2024,Hyderabad,desktop,data anaytics training,0.046497585,1.319675325,12.701875,9.727894504
A2387,data analytics course,139,4369,225.53,28,4,0.046,1241,,Hyderabad,tablet,data analitics online,0.031815061,1.622517986,8.054642857,5.50259389
A2388,data analytics course,126,3570,214.78,28,9,0.071,1078,,Delhi,tablet,data anaytics training,0.035294118,1.704603175,7.670714286,5.019089301
A2389,data analytics course,139,3883,225.89,23,5,0.046,1183,,Pune,mobile,online data analytic,0.035797064,1.625107914,9.821304348,5.237062287
A2390,data analytics course,125,5736,197.28,30,5,0.04,1265,,Delhi,mobile,analytics for data,0.02179219,1.57824,6.576,6.412206002
A2391,data analytics course,197,5921,214.97,18,6,0.03,1975,14-11-2024,Delhi,desktop,learn data analytics,0.033271407,1.091218274,11.94277778,9.187328464
A2392,data analytics course,98,3687,206.7,12,10,0.046,1640,,Hyderabad,mobile,online data analytic,0.026579875,2.109183673,17.225,7.934204161
A2393,data analytics course,164,5334,203.91,18,6,0.057,1128,,Delhi,desktop,data analytics course,0.030746157,1.243353659,11.32833333,5.531852288
A2394,data analytics course,111,4647,247,15,4,0.046,1601,29-11-2024,Delhi,desktop,learn data analytics,0.023886378,2.225225225,16.46666667,6.481781377
A2395,data analytics course,191,3485,212.43,10,7,0.046,1813,,Pune,mobile,analytics for data,0.054806313,1.112198953,21.243,8.534576096
A2396,data analytics course,149,5720,211.54,14,5,0.034,1612,,Hyderabad,desktop,data analytics course,0.026048951,1.419731544,15.11,7.620308216
A2397,data analytics course,183,3540,222.14,15,3,0.016,1248,,Hyderabad,mobile,learn data analytics,0.051694915,1.213879781,14.80933333,5.618078689
A2398,data analytics course,198,4035,215.94,22,8,0.046,1505,,Pune,mobile,learn data analytics,0.049070632,1.090606061,9.815454545,6.969528573
A2399,data analytics course,170,3024,234.76,11,10,0.046,1941,,Delhi,mobile,learn data analytics,0.056216931,1.380941176,21.34181818,8.268018402
A2400,data analytics course,174,4334,186.29,12,4,0.023,1457,22-11-2024,Pune,mobile,analytics for data,0.04014767,1.070632184,15.52416667,7.821139084
A2401,data analytics course,91,4038,197.15,23,6,0.066,1000,29-11-2024,Hyderabad,mobile,data analitics online,0.022535909,2.166483516,8.57173913,5.07227999
A2402,data analytics course,197,4347,215.2,20,6,0.046,1204,,Hyderabad,desktop,online data analytic,0.045318611,1.092385787,10.76,5.594795539
A2403,data analytics course,139,5803,203.03,16,8,0.034,1397,30-11-2024,Delhi,mobile,analytics for data,0.023953128,1.460647482,12.689375,6.880756538
A2404,data analytics course,152,4182,233.45,19,5,0.033,1719,,Hyderabad,mobile,data analytics course,0.036346246,1.535855263,12.28684211,7.363461127
A2405,data analytics course,189,4809,225.32,27,10,0.053,1324,18-11-2024,Hyderabad,mobile,analytics for data,0.03930131,1.192169312,8.345185185,5.876087342
A2406,data analytics course,139,5640,210.51,13,8,0.046,1536,,Hyderabad,desktop,data analytics course,0.02464539,1.514460432,16.19307692,7.296565484
A2407,data analytics course,159,3401,222.71,18,3,0.019,1849,05-11-2024,Hyderabad,desktop,data analitics online,0.046750956,1.400691824,12.37277778,8.302276503
A2408,data analytics course,175,5561,231.96,20,8,0.057,1174,14-11-2024,Hyderabad,mobile,data analytics course,0.03146916,1.325485714,11.598,5.061217451
A2409,data analytics course,175,5720,243.8,17,6,0.046,1505,26-11-2024,Delhi,desktop,data analitics online,0.030594406,1.393142857,14.34117647,6.173092699
A2410,data analytics course,82,4898,215.11,25,8,0.098,1776,,Hyderabad,tablet,analytics for data,0.016741527,2.623292683,8.6044,8.256240993
A2411,data analytics course,146,5871,218.69,30,4,0.046,1505,22-11-2024,Hyderabad,desktop,learn data analytics,0.024867995,1.497876712,7.289666667,6.881887603
A2412,data analytics course,85,5954,201.88,18,6,0.071,1526,,Delhi,tablet,analytics for data,0.014276117,2.375058824,11.21555556,7.558945908
A2413,data analytics course,128,3487,236.19,25,6,0.047,1961,,Hyderabad,tablet,data analytics course,0.036707772,1.845234375,9.4476,8.302637707
A2414,data analytics course,153,3808,189.61,19,8,0.052,1246,,Hyderabad,tablet,data analytics course,0.040178571,1.239281046,9.979473684,6.571383366
A2415,data analytics course,192,5720,243.11,30,9,0.046,1555,02-11-2024,Pune,mobile,online data analytic,0.033566434,1.266197917,8.103666667,6.396281519
A2416,data analytics course,148,4721,189.48,26,8,0.054,1176,,Hyderabad,mobile,online data analytic,0.03134929,1.28027027,7.287692308,6.206459785
A2417,data analytics course,153,4768,214.39,25,5,0.041,1837,,Pune,tablet,data analitics online,0.032088926,1.40124183,8.5756,8.568496665
A2418,data analytics course,139,5494,187.68,23,8,0.046,1402,,Hyderabad,tablet,data analytics course,0.025300328,1.350215827,8.16,7.470161978
A2419,data analytics course,169,4518.5,180.58,30,7,0.049,1661,26-11-2024,Delhi,mobile,data anaytics training,0.037401793,1.06852071,6.019333333,9.198139329
A2420,data analytics course,146,5173,234.26,20,7,0.048,1089,28-11-2024,Hyderabad,mobile,online data analytic,0.028223468,1.604520548,11.713,4.648680953
A2421,data analytics course,81,4808,189.19,17,9,0.111,1759,,Hyderabad,desktop,online data analytic,0.016846922,2.335679012,11.12882353,9.297531582
A2422,data analytics course,185,4518.5,234.72,18,6,0.032,1508,,Hyderabad,desktop,data analitics online,0.040942791,1.268756757,13.04,6.42467621
A2423,data analytics course,90,5319,208.19,13,7,0.046,1719,26-11-2024,Hyderabad,tablet,data anaytics training,0.016920474,2.313222222,16.01461538,8.256880734
A2424,data analytics course,155,4532,203.44,19,8,0.052,1709,,Pune,desktop,learn data analytics,0.034201236,1.312516129,10.70736842,8.400511207
A2425,data analytics course,125,3458,180.49,19,3,0.046,1754,09-11-2024,Delhi,tablet,data analitics online,0.036148062,1.44392,9.499473684,9.717989916
A2426,data analytics course,151,5432,204.76,18,9,0.06,1505,,Pune,mobile,data anaytics training,0.027798233,1.35602649,11.37555556,7.350068373
A2427,data analytics course,82,3052,211.11,12,3,0.037,1917,,Hyderabad,desktop,learn data analytics,0.026867628,2.574512195,17.5925,9.080574108
A2428,data analytics course,198,5718,194.37,13,8,0.04,1118,16-11-2024,Pune,tablet,data anaytics training,0.034627492,0.981666667,14.95153846,5.751916448
A2429,data analytics course,115,4762,241.63,20,8,0.058,1555,,Delhi,desktop,data analytics course,0.024149517,2.101130435,12.0815,6.435459173
A2430,data analytics course,158,4953,243.07,20,8,0.051,1955,04-11-2024,Hyderabad,tablet,learn data analytics,0.031899859,1.538417722,12.1535,8.04295059
A2431,data analytics course,102,3784,219.45,13,9,0.045,1967,,Hyderabad,desktop,data analytics course,0.026955603,2.151470588,16.88076923,8.963317384
A2432,data analytics course,93,4518.5,192.81,22,7,0.075,1726,,Pune,desktop,learn data analytics,0.020582052,2.073225806,8.764090909,8.951817852
A2433,data analytics course,198,5860,185.25,24,9,0.041,1950,01-11-2024,Pune,tablet,data anaytics training,0.033788396,0.935606061,7.71875,10.52631579
A2434,data analytics course,174,4169,189.36,23,8,0.046,1110,,Hyderabad,tablet,data analytics course,0.041736627,1.088275862,8.233043478,5.861850444
A2435,data analytics course,193,5831,215.57,24,5,0.046,1265,14-11-2024,Delhi,mobile,online data analytic,0.033098954,1.116943005,8.982083333,5.868163474
A2436,data analytics course,117,5269,196.1,26,7,0.046,1096,,Pune,desktop,online data analytic,0.022205352,1.676068376,7.542307692,5.588985212
A2437,data analytics course,147,5793,240.32,25,5,0.049,1645,,Hyderabad,tablet,data analytics course,0.025375453,1.634829932,9.6128,6.845039947
A2438,data analytics course,179,3338,218.33,30,7,0.039,1505,,Hyderabad,desktop,data analitics online,0.053624925,1.21972067,7.277666667,6.893235011
A2439,data analytics course,194,4297,237.87,22,3,0.046,1739,,Hyderabad,desktop,data analytics course,0.045147778,1.226134021,10.81227273,7.310715937
A2440,data analytics course,112,3961,214.45,13,7,0.046,1594,,Hyderabad,desktop,analytics for data,0.028275688,1.914732143,16.49615385,7.432968058
A2441,data analytics course,88,5063,195.2,22,3,0.034,1460,,Hyderabad,mobile,analytics for data,0.017380999,2.218181818,8.872727273,7.479508197
A2442,data analytics course,172,5635,200.16,21,7,0.036,1727,,Delhi,mobile,data analitics online,0.030523514,1.16372093,9.531428571,8.628097522
A2443,data analytics course,81,4404,239.62,11,4,0.035,1814,21-11-2024,Pune,mobile,data analytics course,0.018392371,2.958271605,21.78363636,7.570319673
A2444,data analytics course,142,4312,213.54,21,7,0.049,1666,,Hyderabad,desktop,learn data analytics,0.032931354,1.503802817,10.16857143,7.80181699
A2445,data analytics course,111,3302,193.18,30,10,0.046,1783,,Delhi,mobile,analytics for data,0.03361599,1.74036036,6.439333333,9.229733927
A2446,data analytics course,81,3575,192.71,27,4,0.049,1158,,Hyderabad,tablet,online data analytic,0.022657343,2.379135802,7.137407407,6.009029111
A2447,data analytics course,112,5055,213.36,26,5,0.058,1959,,Hyderabad,desktop,data anaytics training,0.022156281,1.905,8.206153846,9.181664792
A2448,data analytics course,101,5415,236.41,13,10,0.039,1832,,Hyderabad,tablet,learn data analytics,0.018651893,2.340693069,18.18538462,7.749249186
A2449,data analytics course,166,3118,212.46,25,7,0.042,1813,,Hyderabad,tablet,online data analytic,0.053239256,1.279879518,8.4984,8.533370987
A2450,data analytics course,139,5271,215.57,14,8,0.046,1629,,Hyderabad,mobile,data analitics online,0.026370708,1.550863309,15.39785714,7.556710117
A2451,data analytics course,148,4518.5,214.26,21,8,0.046,1629,,Hyderabad,tablet,data analitics online,0.032754233,1.447702703,10.20285714,7.602912349
A2452,data analytics course,126,5250,239.73,30,4,0.032,1070,,Pune,tablet,analytics for data,0.024,1.902619048,7.991,4.463354607
A2453,data analytics course,119,4405,233.66,25,3,0.039,1407,,Hyderabad,desktop,data analytics course,0.027014756,1.963529412,9.3464,6.021569802
A2454,data analytics course,189,5060,236.54,26,7,0.043,1877,10-11-2024,Delhi,mobile,data anaytics training,0.037351779,1.251534392,9.097692308,7.935232942
A2455,data analytics course,167,3296,246.85,29,8,0.048,1723,,Pune,desktop,data analitics online,0.050667476,1.478143713,8.512068966,6.979947336
A2456,data analytics course,198,3499,209.74,30,9,0.04,1893,,Hyderabad,desktop,data analytics course,0.056587596,1.059292929,6.991333333,9.025460093
A2457,data analytics course,95,3449,184.55,10,10,0.041,1601,,Hyderabad,mobile,analytics for data,0.027544216,1.942631579,18.455,8.675155784
A2458,data analytics course,181,3738,206.61,16,9,0.05,1868,,Hyderabad,mobile,online data analytic,0.048421616,1.141491713,12.913125,9.041188713
A2459,data analytics course,105,4236,180.2,12,7,0.067,1505,24-11-2024,Delhi,mobile,learn data analytics,0.024787535,1.716190476,15.01666667,8.351831299
A2460,data analytics course,178,5751,205.34,24,10,0.046,1903,,Hyderabad,desktop,data analytics course,0.030951139,1.153595506,8.555833333,9.267556248
A2461,data analytics course,127,5050,184.77,28,9,0.071,1906,,Delhi,desktop,data analitics online,0.025148515,1.45488189,6.598928571,10.31552741
A2462,data analytics course,198,4773,202.54,17,10,0.046,1082,19-11-2024,Pune,mobile,data analitics online,0.041483344,1.022929293,11.91411765,5.342154636
A2463,data analytics course,86,5652,249.13,25,7,0.081,1981,,Hyderabad,mobile,data anaytics training,0.015215853,2.896860465,9.9652,7.951671818
A2464,data analytics course,139,5085,182.42,11,7,0.046,1109,,Pune,desktop,online data analytic,0.0273353,1.312374101,16.58363636,6.079377261
A2465,data analytics course,191,5070,247.41,12,4,0.046,1266,,Hyderabad,mobile,analytics for data,0.037672584,1.295340314,20.6175,5.117012247
A2466,data analytics course,139,5879,197.9,24,4,0.029,1476,05-11-2024,Hyderabad,mobile,data analytics course,0.023643477,1.423741007,8.245833333,7.458312279
A2467,data analytics course,197,3620,235.19,18,7,0.036,1740,,Pune,mobile,online data analytic,0.05441989,1.193857868,13.06611111,7.398273736
A2468,data analytics course,116,4250,216.66,10,9,0.078,1877,,Delhi,mobile,data anaytics training,0.027294118,1.867758621,21.666,8.663343487
A2469,data analytics course,192,4850,235.42,22,10,0.052,1124,14-11-2024,Pune,desktop,analytics for data,0.039587629,1.226145833,10.70090909,4.774445672
A2470,data analytics course,118,3815,185.78,16,4,0.046,1093,,Hyderabad,desktop,data analitics online,0.030930537,1.57440678,11.61125,5.883302831
A2471,data analytics course,172,5741,198.44,14,4,0.023,1755,,Delhi,desktop,analytics for data,0.029959937,1.15372093,14.17428571,8.843983068
A2472,data analytics course,174,4272,240.77,16,7,0.041,1004,,Pune,desktop,learn data analytics,0.040730337,1.383735632,15.048125,4.169954729
A2473,data analytics course,175,4974,182.22,21,5,0.046,1300,,Delhi,mobile,learn data analytics,0.035182951,1.041257143,8.677142857,7.134233344
A2474,data analytics course,139,3215,191.22,30,7,0.046,1588,23-11-2024,Hyderabad,desktop,analytics for data,0.043234837,1.375683453,6.374,8.304570652
A2475,data analytics course,139,3723,201.32,21,8,0.046,1505,,Delhi,tablet,data analytics course,0.037335482,1.448345324,9.586666667,7.47566064
A2476,data analytics course,103,4670,203.4,21,4,0.046,1562,,Hyderabad,mobile,analytics for data,0.022055675,1.974757282,9.685714286,7.679449361
A2477,data analytics course,187,4474,182.47,10,7,0.046,1768,,Hyderabad,tablet,online data analytic,0.04179705,0.975775401,18.247,9.689263989
A2478,data analytics course,139,3009,195.17,20,6,0.046,1083,23-11-2024,Delhi,tablet,data analitics online,0.046194749,1.404100719,9.7585,5.549008557
A2479,data analytics course,109,3933,189.73,11,4,0.046,1700,,Hyderabad,desktop,data analitics online,0.027714213,1.740642202,17.24818182,8.960101196
A2480,data analytics course,118,4360,232.09,10,9,0.076,1252,,Hyderabad,desktop,data anaytics training,0.02706422,1.966864407,23.209,5.394459046
A2481,data analytics course,164,5120,185.69,10,5,0.031,1597,,Hyderabad,tablet,analytics for data,0.03203125,1.132256098,18.569,8.600355431
A2482,data analytics course,166,3887,192,24,9,0.054,1890,13-11-2024,Delhi,tablet,data analytics course,0.042706457,1.156626506,8,9.84375
A2483,data analytics course,88,3909,189.57,30,10,0.114,1750,,Delhi,desktop,data anaytics training,0.022512151,2.154204545,6.319,9.231418473
A2484,data analytics course,125,3017,232.51,14,7,0.046,1510,08-11-2024,Delhi,tablet,data anaytics training,0.041431886,1.86008,16.60785714,6.494344329
A2485,data analytics course,139,5127,206.95,26,5,0.046,1902,,Pune,desktop,online data analytic,0.027111371,1.488848921,7.959615385,9.190625755
A2486,data analytics course,151,3992,212.42,10,9,0.06,1890,26-11-2024,Pune,tablet,learn data analytics,0.037825651,1.406754967,21.242,8.897467282
A2487,data analytics course,182,3554,181.74,18,4,0.022,1933,,Hyderabad,tablet,learn data analytics,0.051209904,0.998571429,10.09666667,10.63607351
A2488,data analytics course,84,4051,196.83,21,4,0.048,1094,14-11-2024,Hyderabad,mobile,online data analytic,0.020735621,2.343214286,9.372857143,5.558095819
A2489,data analytics course,127,3541,239.47,16,10,0.079,1474,25-11-2024,Delhi,tablet,data anaytics training,0.035865575,1.885590551,14.966875,6.155259531
A2490,data analytics course,104,5878,228.79,21,3,0.05,1101,,Delhi,mobile,data analytics course,0.017693093,2.199903846,10.8947619,4.812273264
A2491,data analytics course,161,4611,228.34,26,7,0.043,1473,,Pune,tablet,data analitics online,0.034916504,1.41826087,8.782307692,6.450906543
A2492,data analytics course,141,4764,187.72,28,4,0.028,1428,16-11-2024,Pune,mobile,analytics for data,0.029596977,1.331347518,6.704285714,7.607074366
A2493,data analytics course,186,4603,191.84,26,9,0.047,1918,,Hyderabad,desktop,learn data analytics,0.040408429,1.031397849,7.378461538,9.997914929
A2494,data analytics course,139,5003,195.4,15,7,0.046,1273,,Delhi,desktop,data anaytics training,0.02778333,1.405755396,13.02666667,6.514841351
A2495,data analytics course,124,5212,190.83,13,6,0.048,1399,07-11-2024,Pune,desktop,data analytics course,0.023791251,1.538951613,14.67923077,7.331132422
A2496,data analytics course,97,5285,249.65,12,7,0.051,1411,,Pune,desktop,data anaytics training,0.018353832,2.57371134,20.80416667,5.651912678
A2497,data analytics course,111,3177,224.51,18,8,0.046,1946,25-11-2024,Hyderabad,desktop,learn data analytics,0.034938621,2.022612613,12.47277778,8.667765356
A2498,data analytics course,93,5571,185.71,12,7,0.075,1630,,Hyderabad,tablet,online data analytic,0.016693592,1.99688172,15.47583333,8.777125626
A2499,data analytics course,92,3237,245.48,15,6,0.065,1505,,Delhi,desktop,data analitics online,0.028421378,2.66826087,16.36533333,6.13084569
A2500,data analytics course,138,5314,198.39,17,10,0.072,1250,20-11-2024,Hyderabad,desktop,online data analytic,0.025969138,1.437608696,11.67,6.300720802
A2501,data analytics course,129,4452,196.06,10,9,0.053,1069,,Delhi,tablet,learn data analytics,0.028975741,1.519844961,19.606,5.452412527
A2502,data analytics course,183,3920,235.79,20,7,0.038,1238,17-11-2024,Delhi,mobile,data anaytics training,0.046683673,1.288469945,11.7895,5.250434709
A2503,data analytics course,154,4603,214,20,3,0.019,1709,18-11-2024,Hyderabad,tablet,data analytics course,0.033456441,1.38961039,10.7,7.985981308
A2504,data analytics course,95,4938,204.5,12,6,0.046,1494,,Pune,tablet,data anaytics training,0.019238558,2.152631579,17.04166667,7.305623472
A2505,data analytics course,173,5291,215.57,23,8,0.046,1557,,Delhi,mobile,data analitics online,0.032697033,1.246069364,9.372608696,7.22271188
A2506,data analytics course,112,4072,211.56,17,10,0.089,1229,,Hyderabad,desktop,analytics for data,0.027504912,1.888928571,12.44470588,5.809226697
A2507,data analytics course,170,5953,186.11,25,8,0.046,1080,26-11-2024,Pune,mobile,data analitics online,0.02855703,1.094764706,7.4444,5.80301972
A2508,data analytics course,96,4518.5,232.87,20,10,0.053,1162,,Hyderabad,mobile,learn data analytics,0.021245989,2.425729167,11.6435,4.989908533
A2509,data analytics course,113,3104,230.92,28,9,0.08,1422,,Hyderabad,tablet,data analytics course,0.036404639,2.043539823,8.247142857,6.157976788
A2510,data analytics course,145,4882,217.25,22,3,0.021,1814,19-11-2024,Hyderabad,mobile,analytics for data,0.029700942,1.498275862,9.875,8.349827388
A2511,data analytics course,83,3212,243.86,25,4,0.048,1612,19-11-2024,Pune,mobile,data analytics course,0.025840598,2.938072289,9.7544,6.610350201
A2512,data analytics course,90,4973,181.04,23,5,0.056,1039,,Hyderabad,desktop,online data analytic,0.018097728,2.011555556,7.871304348,5.73906319
A2513,data analytics course,140,5227,222.57,27,3,0.021,1527,18-11-2024,Hyderabad,desktop,learn data analytics,0.026784006,1.589785714,8.243333333,6.860762906
A2514,data analytics course,111,5434,181.05,10,5,0.045,1627,,Delhi,mobile,data anaytics training,0.020426941,1.631081081,18.105,8.986467827
A2515,data analytics course,105,3300,180.25,22,10,0.095,1640,21-11-2024,Pune,mobile,online data analytic,0.031818182,1.716666667,8.193181818,9.098474341
A2516,data analytics course,181,4857,215.59,13,8,0.044,1883,23-11-2024,Pune,desktop,learn data analytics,0.037265802,1.191104972,16.58384615,8.734171344
A2517,data analytics course,189,4019,248.09,16,6,0.045,1378,,Hyderabad,tablet,online data analytic,0.047026624,1.312645503,15.505625,5.55443589
A2518,data analytics course,138,5495,220.69,19,5,0.036,1624,,Hyderabad,tablet,online data analytic,0.02511374,1.599202899,11.61526316,7.358738502
A2519,data analytics course,178,5218,208.92,20,7,0.039,1714,,Delhi,mobile,analytics for data,0.034112687,1.173707865,10.446,8.204097262
A2520,data analytics course,155,5996,247.54,15,5,0.032,1883,,Hyderabad,mobile,analytics for data,0.025850567,1.597032258,16.50266667,7.606851418
A2521,data analytics course,168,4932,198.95,16,7,0.052,1301,,Pune,desktop,data anaytics training,0.03406326,1.18422619,12.434375,6.53933149
A2522,data analytics course,152,4498,233.81,30,6,0.039,1090,,Hyderabad,desktop,data analitics online,0.033792797,1.538223684,7.793666667,4.661904966
A2523,data analytics course,111,4164,191.04,18,9,0.046,1687,,Pune,tablet,data anaytics training,0.026657061,1.721081081,10.61333333,8.83061139
A2524,data analytics course,141,4329,230.44,14,6,0.043,1610,,Hyderabad,mobile,learn data analytics,0.032571033,1.634326241,16.46,6.986634265
A2525,data analytics course,97,5764,246.15,30,7,0.046,1345,,Delhi,mobile,analytics for data,0.016828591,2.537628866,8.205,5.464147877
A2526,data analytics course,82,5430,205.46,18,5,0.061,1435,30-11-2024,Pune,mobile,online data analytic,0.015101289,2.505609756,11.41444444,6.98432785
A2527,data analytics course,164,5179,206.72,18,9,0.055,1213,27-11-2024,Hyderabad,tablet,data analytics course,0.031666345,1.260487805,11.48444444,5.867840557
A2528,data analytics course,109,5707,246.86,22,4,0.034,1980,,Delhi,tablet,data analitics online,0.019099352,2.264770642,11.22090909,8.020740501
A2529,data analytics course,126,3263,237.54,20,9,0.046,1364,,Hyderabad,mobile,data analitics online,0.038614772,1.885238095,11.877,5.742190789
A2530,data analytics course,175,5718,225.4,19,6,0.057,1001,,Hyderabad,tablet,analytics for data,0.030605107,1.288,11.86315789,4.440993789
A2531,data analytics course,96,5075,221.28,25,3,0.038,1937,,Hyderabad,desktop,learn data analytics,0.018916256,2.305,8.8512,8.753615329
